名稱,藝人,作曲者,專輯,分類,作品,樂章編號,樂章,樂章名稱,類型,大小,時間長度,光碟編號,光碟數量,音軌編號,音軌數量,年份,修改日期,加入的日期,位元率,取樣頻率,音量調整,種類,等化器,註解,播放次數,最近播放,略過次數,上次略過的日期,喜好程度,位置
友人說 (feat. 懷秋),林俊傑,JJ Lin,因你 而在,,,,,,Mandopop,9176519,250,1,1,9,12,2013,2025/6/16 17:52,2025/6/16 17:52,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/7/9 01:42,1.0,2025/6/16 17:53,,
零度的親吻,林俊傑,JJ Lin,因你 而在,,,,,,Mandopop,8411438,230,1,1,2,12,2013,2025/6/17 03:30,2025/6/17 03:30,256,44100,,Apple Music AAC音訊檔,,,20.0,2025/7/9 01:46,2.0,2025/7/4 21:20,,
凍結,林俊傑,,樂行者,,,,,,Mandopop,10027893,287,1,1,5,11,2003,2025/6/17 22:21,2025/6/17 22:21,256,44100,,Apple Music AAC音訊檔,,,23.0,2025/7/9 01:51,,,,
學不會,林俊傑,JJ Lin,學不會,,,,,,Mandopop,8138644,229,1,1,2,12,2011,2025/6/18 04:27,2025/6/18 04:27,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/7 12:30,4.0,2025/7/9 02:45,,
第幾個100天,林俊傑,,100天,,,,,,Mandopop,9707017,278,1,1,2,13,2009,2025/6/18 04:29,2025/6/18 04:29,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/7/7 23:54,,,,
愛在西元前,周杰倫,,范特西,,,,,,Mandopop,8809927,234,1,1,1,10,2001,2025/6/18 22:03,2025/6/18 22:03,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/7 23:58,6.0,2025/7/4 21:00,,
半島鐵盒,周杰倫,,八度空間,,,,,,Mandopop,11798760,317,1,1,2,10,2002,2025/6/18 22:03,2025/6/18 22:03,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/7 12:44,1.0,2025/6/19 13:54,,
公主病,周杰倫,,驚嘆號,,,,,,Mandopop,7817842,218,1,1,4,11,2011,2025/6/18 22:05,2025/6/18 22:05,256,44100,,Apple Music AAC音訊檔,,,10.0,2025/7/7 12:48,1.0,2025/6/20 19:44,,
我好想你,蘇打綠,Qing Feng Wu,秋:故事,,,,,,Mandopop,11528085,326,1,1,5,16,2013,2025/6/21 02:56,2025/6/21 02:56,256,44100,,Apple Music AAC音訊檔,,,8.0,2025/7/8 12:26,,,,
大藝術家,JOLIN蔡依林,"Alexander Puntervold, Anna Judith Wik, Charite Viken Reinas, Eirik Johanson, Nermin Harambasic, Robin Jessen, Ronny Svendsen & Matthew Yen",Muse,,,,,,Mandopop,7257011,198,1,1,1,11,2012,2025/6/22 20:44,2025/6/22 20:44,256,44100,,Apple Music AAC音訊檔,,,8.0,2025/7/8 13:05,,,,
愛愛愛,方大同,Khalil Fong,愛愛愛,,,,,,Mandopop,7668062,213,1,1,1,13,2006,2025/6/28 19:38,2025/6/28 19:38,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/7/9 00:55,,,,
愛你沒差,周杰倫,,十二新作,,,,,,Mandopop,9948410,280,1,1,7,12,2012,2025/7/2 02:54,2025/7/2 02:54,256,44100,,Apple Music AAC音訊檔,,,10.0,2025/7/8 13:13,,,,
風衣,孫燕姿,Peter Lee,No.13 作品 : 跳舞的梵谷,,,,,,Mandopop,8577603,242,1,1,1,10,2017,2025/7/6 16:10,2025/7/6 16:10,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/7/9 00:51,,,,
