名稱,藝人,作曲者,專輯,分類,作品,樂章編號,樂章,樂章名稱,類型,大小,時間長度,光碟編號,光碟數量,音軌編號,音軌數量,年份,修改日期,加入的日期,位元率,取樣頻率,音量調整,種類,等化器,註解,播放次數,最近播放,略過次數,上次略過的日期,喜好程度,位置
Beautiful World (2021 Remastered),宇多田ヒカル,Hikaru Utada,Beautiful World (2021 Remastered) - Single,,,,,,J-Pop,11171586,316,1,1,1,1.0,2007,2024/9/29 15:55,2024/9/29 15:55,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/5/28 16:55,1.0,2025/4/15 12:39,,
Tsumi No Kaori,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,7902188,214,1,1,5,11.0,2020,2024/10/3 20:43,2024/10/3 20:43,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/5/27 21:36,,,,
Hedemo Ne-Yo (LASA edit),藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,7172343,188,1,1,3,10.0,2022,2024/10/3 21:24,2024/10/3 21:24,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/5/28 04:44,,,,
YABA,藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,8957525,251,1,1,4,10.0,2022,2024/10/3 21:28,2024/10/3 21:28,256,44100,,Apple Music AAC音訊檔,,,23.0,2025/5/30 14:06,6.0,2025/3/11 13:06,,
La La La Love Song (with Naomi Campbell),久保田利伸,Toshinobu Kubota,THE BADDEST - Hit Parade,,,,,,R&B/Soul,9953944,286,1,1,20,34.0,1996,2024/10/6 16:29,2024/10/6 16:29,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/5/28 16:08,,,,
Sakura,生物股長,Yoshiki Mizuno,Chou Ikimonobakari Tennen Kinen Members Best Selection,,,,,,J-Pop,12273868,353,1,4,1,14.0,2016,2024/10/6 16:34,2024/10/6 16:34,256,44100,,Apple Music AAC音訊檔,,,12.0,2025/7/2 12:18,1.0,2024/12/16 18:33,,
ねっこ,King Gnu,Daiki Tsuneta,ねっこ - Single,,,,,,Alternative,8618170,239,1,1,1,1.0,2024,2024/10/22 17:46,2024/10/22 17:46,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/2 09:01,,,,
RIDE ON TIME,槙原敬之,Tatsuro Yamashita,Listen To The Music 3,,,,,,J-Pop,9564055,266,1,2,8,9.0,1998,2024/11/2 20:27,2024/11/2 20:27,256,44100,,Apple Music AAC音訊檔,,,32.0,2025/5/12 20:03,,,,
Feelin’ Go(o)d,藤井風,Fujii Kaze,Feelin’ Go(o)d - Single,,,,,,J-Pop,9354068,259,1,1,1,1.0,2024,2024/11/16 22:57,2024/11/16 22:57,256,44100,,Apple Music AAC音訊檔,,,21.0,2025/5/30 13:22,,,,
風神,Vaundy,VAUNDY,風神 - Single,,,,,,Rock,8632791,235,1,1,1,1.0,2024,2024/11/20 20:17,2024/11/20 20:17,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/6/3 18:42,,,,
"Bye for now,",藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,8183284,230,1,1,9,10.0,2022,2024/11/20 23:21,2024/11/20 23:21,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/5/28 02:10,1.0,2025/3/11 13:49,,
Nan-Nan,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,11638056,320,1,1,1,11.0,2019,2024/11/26 09:47,2024/11/26 09:47,256,44100,,Apple Music AAC音訊檔,,,12.0,2025/5/7 15:31,,,,
It's a small world,King Gnu,Daiki Tsuneta,Sympa,,,,,,Alternative,6917786,193,1,1,8,13.0,2019,2024/12/4 00:25,2024/12/4 00:25,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/5/28 16:50,,,,
Tokyo Rendez-Vous,King Gnu,Daiki Tsuneta,Tokyo Rendez-Vous,,,,,,Alternative,8783265,241,1,1,1,8.0,2017,2024/12/4 00:25,2024/12/4 00:25,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/5/28 01:17,,,,
Vinyl,King Gnu,Daiki Tsuneta,Tokyo Rendez-Vous,,,,,,Alternative,10612631,294,1,1,4,8.0,2017,2024/12/4 00:25,2024/12/4 00:25,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/5/30 18:14,,,,
Dance Hall,Mrs. GREEN APPLE,Motoki Ohmori,Dance Hall - Single,,,,,,Rock,7336538,203,1,1,1,1.0,2022,2024/12/12 01:46,2024/12/12 01:46,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/5/7 15:47,,,,
Lilac,Mrs. GREEN APPLE,Motoki Ohmori,Lilac - Single,,,,,,Rock,10610706,288,1,1,1,1.0,2024,2024/12/31 11:08,2024/12/31 11:08,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/6/27 13:53,,,,
幾億光年,Omoinotake,Reo Fujii,幾億光年 - Single,,,,,,J-Pop,10182720,276,1,1,1,1.0,2024,2025/1/2 00:57,2025/1/2 00:57,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/2 11:48,,,,
さよーならまたいつか!- Sayonara,米津玄師,Kenshi Yonezu,LOST CORNER,,,,,,J-Pop,7705842,201,1,1,9,20.0,2024,2025/1/3 19:43,2025/1/3 19:43,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/5/7 16:00,,,,
Why Don't You Play In Hell?,星野源,Gen Hoshino,YELLOW DANCER,,,,,,J-Pop,7826424,221,1,1,7,14.0,2013,2025/1/6 01:53,2025/1/6 01:53,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/5/7 16:04,1.0,2025/2/27 18:41,,
Continues,星野源,Gen Hoshino,POP VIRUS,,,,,,J-Pop,9283963,268,1,1,9,14.0,2016,2025/1/6 15:20,2025/1/6 15:20,256,44100,,Apple Music AAC音訊檔,,,12.0,2025/5/27 21:01,2.0,2025/4/17 09:36,,
Finder,Official鬍子男dism,Satoshi Fujihara,Rejoice,,,,,,J-Pop,4758648,123,1,1,1,16.0,2024,2025/2/11 18:35,2025/2/11 18:35,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/5/28 17:45,,,,
Mo-Eh-Wa,Fujii Kaze,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,10810849,301,1,1,2,11.0,2019,2025/2/25 20:09,2025/2/25 20:09,256,44100,,Apple Music AAC音訊檔,,,10.0,2025/6/27 13:43,1.0,2025/3/26 16:40,,
masshiro (pure white),藤井風,Fujii Kaze,masshiro (pure white) - Single,,,,,,J-Pop,10996279,294,1,1,1,1.0,2025,2025/2/27 23:11,2025/2/27 23:11,256,44100,,Apple Music AAC音訊檔,,,23.0,2025/7/2 08:45,,,,
小さな恋のうた,MONGOL800,Mongol800,MESSAGE,,,,,,Alternative,8162174,222,1,1,3,15.0,2001,2025/3/17 03:47,2025/3/17 03:47,256,44100,,Apple Music AAC音訊檔,,,17.0,2025/5/28 03:19,1.0,2025/5/12 14:43,,
Takaneno Hanakosan,back number,Iyori Shimizu,Love Story,,,,,,J-Pop,10594331,294,1,1,6,12.0,2013,2025/3/17 03:47,2025/3/17 03:47,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/5/28 12:54,2.0,2025/4/15 18:25,,
Episode X,Ado,Ayase,Episode X - Single,,,,,,J-Pop,7584640,202,1,1,1,1.0,2024,2025/4/13 21:27,2025/4/13 21:27,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/5/29 22:58,,,,
TWILIGHT!!!,King Gnu,Daiki Tsuneta,TWILIGHT!!! - Single,,,,,,Alternative,7701321,217,1,1,1,1.0,2025,2025/4/22 18:13,2025/4/22 18:13,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/5/8 15:59,1.0,2025/4/28 17:59,,
僕にはどうしてわかるんだろう,Vaundy,VAUNDY,僕にはどうしてわかるんだろう - Single,,,,,,Rock,9281723,259,1,1,1,1.0,2025,2025/4/30 03:05,2025/4/30 03:05,256,44100,,Apple Music AAC音訊檔,,,19.0,2025/6/3 18:53,1.0,2025/5/2 09:25,,
まじで、サヨナラべぃべぃ,Vaundy,VAUNDY,まじで、サヨナラべぃべぃ - Single,,,,,,Rock,8313493,230,1,1,1,1.0,2025,2025/5/10 02:26,2025/5/10 02:26,256,44100,,Apple Music AAC音訊檔,,,4.0,2025/6/3 19:03,,,,
Hachikō,藤井風,Fujii Kaze & Tobias Jesso Jr.,Prema,,,,,,Pop,10363790,270,1,1,3,9.0,2025,2025/6/13 19:25,2025/6/13 19:25,256,44100,,Apple Music AAC音訊檔,,,,,,,,
pained,Vaundy,VAUNDY,pained - Single,,,,,,Rock,9086585,252,1,1,1,1.0,2025,2025/7/4 23:17,2025/7/4 23:17,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/9 00:47,,,,
SEVENTH HEAVEN,milet,milet & TomoLow,visions,,,,,,J-Pop,8575900,237,1,1,1,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,177.0,2025/7/9 04:00,1.0,2024/3/25 07:59,,
Fly High,milet,milet & TomoLow,visions,,,,,,J-Pop,9059225,248,1,1,2,15.0,2021,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,155.0,2025/6/3 00:28,7.0,2025/3/28 14:13,,
Outsider,milet,milet & Dr R,visions,,,,,,J-Pop,7464934,211,1,1,3,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,144.0,2025/4/22 18:01,3.0,2025/4/17 17:07,,
checkmate,milet,milet & Dr R,visions,,,,,,J-Pop,7168760,202,1,1,4,15.0,2021,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,149.0,2025/6/2 23:56,3.0,2025/2/25 23:46,,
Who I Am,milet,milet & Toru,visions,,,,,,J-Pop,7301727,202,1,1,5,15.0,2021,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,138.0,2025/6/2 23:32,3.0,2025/4/22 17:57,,
Loved By You,milet,milet & Dr R,visions,,,,,,J-Pop,7615498,216,1,1,6,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,117.0,2025/6/2 16:49,7.0,2025/4/17 17:14,,
On the Edge,milet,milet & Toru,visions,,,,,,J-Pop,8353502,234,1,1,7,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,109.0,2025/6/3 00:08,2.0,2024/2/29 10:10,,
Shed a light,milet,milet & TomoLow,visions,,,,,,J-Pop,9527230,269,1,1,8,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,99.0,2025/5/7 17:41,2.0,2025/4/22 17:54,,
邂逅,milet,milet & TomoLow,visions,,,,,,J-Pop,8925023,255,1,1,9,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,98.0,2025/5/7 17:46,1.0,2025/4/28 14:03,,
jam (with iri),milet,milet & Dr R,visions,,,,,,J-Pop,7412856,205,1,1,10,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,127.0,2025/6/3 00:51,1.0,2023/5/15 00:00,,
Come Here (Session1),milet,milet & Dr R,visions,,,,,,J-Pop,7077620,199,1,1,11,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,95.0,2025/6/2 23:10,5.0,2025/3/3 21:16,,
The Hardest,milet,"milet, TomoLow & Daisuke Nakamura",visions,,,,,,J-Pop,7923397,224,1,1,12,15.0,2021,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,88.0,2025/6/3 02:04,4.0,2025/3/28 15:16,,
Wake Me Up,milet,milet & TomoLow,visions,,,,,,J-Pop,7427273,206,1,1,13,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,93.0,2025/6/2 23:49,2.0,2024/12/2 11:27,,
Ordinary days,milet,"milet, Koichi Tsutaya & TomoLow",visions,,,,,,J-Pop,9595984,270,1,1,14,15.0,2021,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,92.0,2025/6/2 20:08,1.0,2025/3/3 20:53,,
One Reason,milet,milet & Toru,visions,,,,,,J-Pop,9294462,253,1,1,15,15.0,2022,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,85.0,2025/5/7 18:08,4.0,2024/12/2 14:32,,
Again and Again (eyes mix),milet,milet & TomoLow,eyes,,,,,,J-Pop,8327411,234,1,1,1,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,80.0,2025/6/2 23:07,2.0,2024/12/2 11:26,,
Parachute,milet,"milet, Ryosuke""Dr.R""Sakai & Kanata Okajima",eyes,,,,,,J-Pop,8874868,254,1,1,2,18.0,2020,2023/1/2 17:00,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,80.0,2025/5/7 18:17,1.0,2023/1/10 13:31,,
航海前夜,milet,milet & TomoLow,eyes,,,,,,J-Pop,8131310,230,1,1,3,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,76.0,2025/5/7 18:21,4.0,2024/12/2 11:26,,
Somebody,milet,milet & Toru,eyes,,,,,,J-Pop,8242536,231,1,1,4,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,76.0,2025/5/7 18:25,1.0,2024/3/14 14:14,,
inside you,milet,milet & Toru,eyes,,,,,,J-Pop,7765174,222,1,1,5,18.0,2019,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,73.0,2025/4/17 18:14,,,,
Drown,milet,"milet & Ryosuke""Dr.R""Sakai",eyes,,,,,,J-Pop,7540592,214,1,1,6,18.0,2019,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,75.0,2025/4/17 18:18,1.0,2024/12/2 11:26,,
You & I,milet,"milet, TomoLow & Koichiro Nomura",eyes,,,,,,J-Pop,8044130,226,1,1,7,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,73.0,2025/4/17 18:21,5.0,2025/3/21 10:40,,
Grab the air,milet,Kamikaze Boy,eyes,,,,,,J-Pop,9901004,274,1,1,8,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,75.0,2025/6/3 00:43,,,,
STAY,milet,"milet & Ryosuke""Dr.R""Sakai",eyes,,,,,,J-Pop,7157021,204,1,1,9,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,75.0,2025/6/3 00:34,3.0,2024/3/15 14:19,,
Dome,milet,"milet & Ryosuke""Dr.R""Sakai",eyes,,,,,,J-Pop,7758224,223,1,1,10,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,67.0,2025/4/17 18:33,2.0,2023/11/6 15:15,,
Tell me,milet,"milet & Ryosuke""Dr.R""Sakai",eyes,,,,,,J-Pop,7752361,223,1,1,11,18.0,2020,2023/1/2 22:40,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,75.0,2025/7/9 14:09,1.0,2024/3/14 14:14,,
Wonderland,milet,milet,eyes,,,,,,J-Pop,8475324,242,1,1,12,18.0,2019,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,66.0,2025/4/17 18:41,3.0,2024/5/14 15:20,,
us,milet,"milet, TomoLow & Yui Mugino",eyes,,,,,,J-Pop,8958005,255,1,1,13,18.0,2019,2023/1/2 22:47,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,76.0,2025/4/17 18:45,,,,
Until I Die,milet,milet & TomoLow,eyes,,,,,,J-Pop,9196533,262,1,1,15,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,55.0,2025/3/9 21:38,4.0,2024/3/14 14:23,,
Without Your Love,milet,"milet & Ryosuke""Dr.R""Sakai",eyes,,,,,,J-Pop,6768849,193,1,1,16,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,59.0,2025/6/3 01:57,1.0,2024/3/14 14:14,,
Fire Arrow,milet,"milet, Ryosuke""Dr.R""Sakai & Kanata Okajima",eyes,,,,,,J-Pop,7503843,215,1,1,17,18.0,2019,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,54.0,2025/6/2 23:25,2.0,2024/3/27 13:10,,
The Love We've Made,milet,milet & Toru,eyes,,,,,,J-Pop,7371054,204,1,1,18,18.0,2020,2023/1/2 23:30,2023/1/2 23:30,256,44100,,Apple Music AAC音訊檔,,,48.0,2025/6/2 23:45,1.0,2023/12/4 20:21,,
おもかげ (produced by Vaundy),"milet, Aimer & Lilas Ikuta",VAUNDY,おもかげ (produced by Vaundy) - Single,,,,,,J-Pop,6785361,188,1,1,1,1.0,2021,2023/1/1 19:01,2023/3/24 22:38,256,44100,,Apple Music AAC音訊檔,,,127.0,2025/7/8 13:21,1.0,2023/6/13 21:31,,
Ordinary days,milet,"milet, Koichi Tsutaya & TomoLow",Ordinary days - EP,,,,,,J-Pop,9589921,271,1,1,1,4.0,2021,2023/1/3 23:01,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/6/2 23:37,,,,
Flare,milet,milet & Koichi Tsutaya,Flare - EP,,,,,,J-Pop,8532154,235,1,1,1,4.0,2022,2023/1/3 23:01,,256,44100,,Apple Music AAC音訊檔,,,3.0,2024/12/8 18:36,,,,
Before the Dawn,milet,milet & TomoLow,Flare - EP,,,,,,J-Pop,8413737,233,1,1,2,4.0,2022,2023/1/3 23:01,,256,44100,,Apple Music AAC音訊檔,,,2.0,2024/12/4 13:53,,,,
Somebody (Acoustic Session),milet,milet & Toru,Flare - EP,,,,,,J-Pop,8935577,255,1,1,3,4.0,2022,2023/1/3 23:01,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/6/2 20:52,,,,
Fly High (Orchestra Ver.),milet,milet & TomoLow,Flare - EP,,,,,,J-Pop,8297470,234,1,1,4,4.0,2022,2023/1/3 23:01,2024/12/11 18:40,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/4/20 20:58,,,,
Flare (FAULHABER & Crazy Donkey Remix) - SACRA BEATS Singles,"milet, FAULHABER & Crazy Donkey",milet & Koichi Tsutaya,Flare (FAULHABER & Crazy Donkey Remix) - SACRA BEATS Singles - Single,,,,,,Dance,6923675,196,1,1,1,1.0,2022,2023/1/3 23:01,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/6/3 00:54,,,,
Walkin' In My Lane,milet,"milet & Ryosuke""Dr.R""Sakai",Walkin' In My Lane - Single,,,,,,J-Pop,8517132,241,1,1,1,3.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,2.0,2024/12/4 14:53,,,,
Love When I Cry,milet,milet & TomoLow,Walkin' In My Lane - Single,,,,,,J-Pop,7502776,208,1,1,2,3.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/6/3 01:22,,,,
My Dreams Are Made of Hell,milet,"milet & Ryosuke""Dr.R""Sakai",Walkin' In My Lane - Single,,,,,,J-Pop,8144058,229,1,1,3,3.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/6/3 00:12,,,,
Always You,milet,milet & TomoLow,Always You - Single,,,,,,J-Pop,8590813,244,1,1,1,3.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/6/2 23:03,,,,
Clan,milet,milet & TomoLow,Always You - Single,,,,,,J-Pop,7694882,216,1,1,2,3.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,4.0,2025/6/3 01:08,,,,
Into the Mirror,milet,"milet & Ryosuke""Dr.R""Sakai",Always You - Single,,,,,,J-Pop,6976082,195,1,1,3,3.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,1.0,2024/3/17 21:13,,,,
Final Call,milet,"milet, Toru & MEG",Final Call - Single,,,,,,J-Pop,8123813,214,1,1,1,1.0,2022,2023/1/3 23:02,,256,44100,,Apple Music AAC音訊檔,,,1.0,2024/3/17 21:16,,,,
One Touch,milet,"milet, TomoLow & Daisuke Nakamura",Who I Am - EP,,,,,,J-Pop,8527254,238,1,1,3,5.0,2020,2023/1/4 10:17,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/6/3 01:19,,,,
The Hardest,milet,"milet, TomoLow & Daisuke Nakamura",Who I Am - EP,,,,,,J-Pop,7980098,227,1,1,2,5.0,2020,2023/1/4 10:17,,256,44100,,Apple Music AAC音訊檔,,,2.0,2024/11/30 21:52,,,,
Ashes,milet,"milet, Ryosuke""Dr.R""Sakai & Mick Coogan",Who I Am - EP,,,,,,J-Pop,9152314,264,1,1,4,5.0,2020,2023/1/4 10:17,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/6/3 00:47,,,,
Grab the Air (Reprise - Remixed by Masayuki Nakano),milet,Kamikaze Boy,Who I Am - EP,,,,,,J-Pop,10906842,312,1,1,5,5.0,2020,2023/1/4 10:17,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/6/2 23:42,,,,
Diving Board,milet,milet & TomoLow,us - EP,,,,,,J-Pop,6509971,180,1,1,2,4.0,2019,2023/1/11 22:42,,256,44100,,Apple Music AAC音訊檔,,,1.0,2024/3/17 22:03,,,,
Runway,milet,milet & TomoLow,Wonderland EP - EP,,,,,,J-Pop,7336098,205,1,1,2,4.0,2019,2023/4/9 15:44,2023/4/9 15:44,256,44100,,Apple Music AAC音訊檔,,,70.0,2025/4/20 21:47,1.0,2024/2/29 08:58,,
Undone,milet,milet & TomoLow,Wonderland EP - EP,,,,,,J-Pop,7457162,210,1,1,4,4.0,2019,2023/4/9 15:45,2023/4/9 15:45,256,44100,,Apple Music AAC音訊檔,,,65.0,2025/6/3 02:00,,,,
Rewrite,milet,"milet & Ryosuke""Dr.R""Sakai",us - EP,,,,,,J-Pop,8606601,245,1,1,3,4.0,2019,2023/6/25 23:04,2023/6/25 23:04,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/6/2 23:53,1.0,2024/5/10 08:43,,
Clan (5am mix),milet,milet & TomoLow,5am,,,,,,J-Pop,8562562,237,1,1,1,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,43.0,2025/6/2 16:45,,,,
コイコガレ,milet & MAN WITH A MISSION,Yuki Kajiura,5am,,,,,,J-Pop,7760079,215,1,1,2,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/6/3 00:57,2.0,2024/5/15 10:04,,
Living My Life,milet,"milet & Ryosuke""Dr.R""Sakai",5am,,,,,,J-Pop,8051349,225,1,1,3,15.0,2023,2023/7/31 00:03,2023/7/31 00:03,256,44100,,Apple Music AAC音訊檔,,,50.0,2025/6/3 01:01,,,,
Noёl In July,milet,milet & TomoLow,5am,,,,,,J-Pop,10040346,286,1,1,4,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,32.0,2025/6/3 01:31,1.0,,,
b r o k e n,milet,milet & MEG,5am,,,,,,J-Pop,9004113,243,1,1,5,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/6/3 00:20,1.0,2023/11/20 17:23,,
Before the Dawn,milet,milet & TomoLow,5am,,,,,,J-Pop,8417682,234,1,1,6,15.0,2022,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/5/10 23:30,,,,
Into the Mirror,milet,milet & Dr R,5am,,,,,,J-Pop,6979827,195,1,1,7,15.0,2022,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,32.0,2025/6/3 01:54,1.0,2023/12/4 20:21,,
Walkin' In My Lane,milet,milet & Dr R,5am,,,,,,J-Pop,8524502,241,1,1,8,15.0,2022,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,32.0,2025/4/20 15:01,,,,
Hey Song,milet,"milet, Ryosuke""Dr.R""Sakai & Max Hershenow",5am,,,,,,J-Pop,7497505,211,1,1,9,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,39.0,2025/3/9 22:15,,,,
Flare,milet,milet & Koichi Tsutaya,5am,,,,,,J-Pop,8490406,234,1,1,10,15.0,2022,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/6/3 00:23,,,,
You made it,milet,"milet & Ryosuke""Dr.R""Sakai",5am,,,,,,J-Pop,7557206,207,1,1,11,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,33.0,2025/6/3 00:16,,,,
Always You (5am mix),milet,milet & TomoLow,5am,,,,,,J-Pop,8608987,243,1,1,12,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/3/20 13:44,,,,
HELL CLUB,milet,"milet, Ryosuke""Dr.R""Sakai & HiRAPARK",5am,,,,,,J-Pop,8124406,230,1,1,13,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/3/21 09:44,,,,
Final Call,milet,"milet, Toru & MEG",5am,,,,,,J-Pop,8232672,215,1,1,14,15.0,2022,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,35.0,2024/12/18 21:15,,,,
December,milet,milet & TomoLow,5am,,,,,,J-Pop,8915891,255,1,1,15,15.0,2023,2023/8/30 08:18,2023/8/30 08:18,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/6/3 00:01,,,,
Anytime Anywhere,milet,"milet, Daisuke Nakamura & Koichiro Nomura",Anytime Anywhere - Single,,,,,,J-Pop,8148381,230,1,1,1,1.0,2023,2023/9/29 11:51,2023/9/29 11:51,256,44100,,Apple Music AAC音訊檔,,,37.0,2025/6/3 00:04,1.0,2024/11/29 08:19,,
Time Is On Our Side,milet,milet & TomoLow,Ordinary days - EP,,,,,,J-Pop,7277185,195,1,1,2,4.0,2021,2023/12/2 23:40,2023/12/2 23:40,256,44100,,Apple Music AAC音訊檔,,,49.0,2025/6/2 20:03,,,,
THE SHOW,milet,Jason Reeves & Lenka Kripac,Wonderland - EP,,,,,,J-Pop,8437559,235,1,1,5,5.0,2019,2023/12/2 23:44,2023/12/2 23:44,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/6/3 01:26,,,,
bliss,milet,Evan Call,Anytime Anywhere - EP,,,,,,J-Pop,9272695,259,1,1,2,4.0,2024,2024/2/5 10:12,2024/2/5 10:12,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/3/21 10:11,,,,
Higher,milet,"milet & Ryosuke""Dr.R""Sakai",Anytime Anywhere - EP,,,,,,J-Pop,7890680,223,1,1,3,4.0,2024,2024/2/5 10:12,2024/2/5 10:12,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/3/21 09:47,,,,
